text_id,speaker_id,gender,topics,conv_id,turn,text,length,age_cat,clean_text,label,trigram_pred
44879,S0486,F,"['control systems', 'mg cars', 'work ethics', 'getting things done.']",SPM5,307,I had the accident and he just came towards me overtaking another car,13,50_plus,accident came towards overtaking another car,1,1
4220,S0247,F,"['superstitions / good luck / bad luck / sporting rituals', 'lucky charms', 'etc.']",S3TD,105,mm,1,50_plus,mm,1,1
45165,S0355,M,"['health', 'green party', 'jobs', 'boot sales', 'relationships.']",SPTQ,80,"well I can't I haven't yet contacted the person who er <pause dur=""short"" /> who erm <pause dur=""short"" /> who asked me who contacted me in the first place I've just got an email or not an email erm a text through from another councillor to tell me",45,50_plus,well yet contacted person er pause dur short erm pause dur short asked contacted first place got email email erm text another councillor tell,1,1
62259,S0282,F,['what to do for the tape. consultation process. business case. rationale for location of new project. organisation of local health services. relationships with hospices. patient health. nursing of people at end of life. politics and geography. health budgets. use of estate agents. what new building might look like.'],SY5K,336,as far as that's concerned this picture you're painting here,12,50_plus,far concerned picture painting,1,1
62782,S0187,M,"['university', 'literature', 'other people', 'films', 'hypothetical situations', 'work.']",SY8A,155,"that's <pause dur=""short"" /> <vocal desc=""laugh"" /> anything else? rain",6,19_29,pause dur short vocal desc laugh anything else rain,0,0
37067,S0679,F,"['discussing the past day', 'wicken fen nature reserve', 'online banking', 'savings and interest', 'housing and issues', 'issues about dave’s front door and door keys', 'mapping genotypes', 'planning the next day', 'christmas cards', 'choosing and delivering a christmas present to friend', 'issues with my mobility rollator', 'changing battery in electric candle', 'christmas lists']",SLJ5,157,mm,1,50_plus,mm,1,1
54054,S0203,M,"['sports', 'uni', 'work', 'bands']",STY2,26,<unclear /> in Turkey,3,19_29,unclear turkey,0,0
62043,S0651,M,['what to do for the tape. consultation process. business case. rationale for location of new project. organisation of local health services. relationships with hospices. patient health. nursing of people at end of life. politics and geography. health budgets. use of estate agents. what new building might look like.'],SY5K,120,used to be,3,50_plus,used,1,1
48446,S0486,F,['successful career inventing and marketing printing systems.  working in germany at exhibitions.'],SQ63,299,"<vocal desc=""laugh"" /> it was sort of it was sort of protest really you know erm as er to you know to say look right here I'm back in the world you know I may not have my looks",37,50_plus,vocal desc laugh sort sort protest really know erm er know say look right back world know may looks,1,1
45375,S0355,M,"['health', 'green party', 'jobs', 'boot sales', 'relationships.']",SPTQ,290,she was golden she was a Golden Retriever wasn't she?,12,50_plus,golden golden retriever,1,0
48355,S0536,M,['successful career inventing and marketing printing systems.  working in germany at exhibitions.'],SQ63,208,we had quite an active agent in Germany,8,50_plus,quite active agent germany,1,0
16800,S0284,M,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,763,"erm he was due on a <pause dur=""short"" /> his shift started at twelve o'clock",12,50_plus,erm due pause dur short shift started twelve clock,1,1
10255,S0355,M,"['religion', 'international events', 'life', 'education.']",S7K2,190,"<vocal desc=""laugh"" />",0,50_plus,vocal desc laugh,1,0
17077,S0015,F,"['food', 'china', 'laptop']",S9ZP,242,"I thought <anon nameType=""m"" type=""name"" /> did go out and about?",9,50_plus,thought anon nametype type name go,1,1
35226,S0015,F,"['buses', ""day's activities"", 'pension', 'sleep']",SKNF,342,mm,1,50_plus,mm,1,1
17809,S0192,M,"['tv shows', 'roman history', 'food', 'spartacus', 'early deaths', 'musicians', 'teas', 'mortar and pestles', 'clothes', 'souvenirs', 'herbs & spices', 'nuts', 'chickpeas', 'bread', 'china', 'malarials', 'sea lice']",SAHB,11,"erm he just lost a battle against <pause dur=""short"" /> erm Octavian and",10,19_29,erm lost battle pause dur short erm octavian,0,1
19258,S0264,M,"['arrangements for birthdays', 'postcard of recent holiday', 'scottish independence']",SCQC,307,er it,2,50_plus,er,1,1
53472,S0439,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,931,"<vocal desc=""laugh"" /> damn it",2,19_29,vocal desc laugh damn,0,0
47627,S0282,F,"['birth of grandchild. being born abroad. what things are like in france: property', 'enterprise', 'land', 'anarchists and bureaucrats', 'french visitors to london. chichester cathedral spire collapsing. architect called porden. open day and photo exhibition. art competition. argument about bollards. local housing management: failings of new landlord. book being written by speaker no 2. british library. philip of spain and mary tudor: experience of visiting spanish archives. austrian battleship disaster. historians. ']",SQ37,669,since this this was new this house?,8,50_plus,since new house,1,0
24122,S0336,F,"['league of legends', 'work', 'training', '']",SE6F,308,<trunc>n</trunc>no idea,2,19_29,trunc n trunc idea,0,1
29690,S0242,M,"['vegan food', 'eating meat', 'back pain', 'pudding', 'computer updates', 'designing traffic systems', 'food allergies and diet']",SG2E,315,I know it but I,5,50_plus,know,1,1
59046,S0426,M,"['safari-type wildlife holiday', 'university students', '(disertation supervisees); teaching arrangements; job advertisments & applicants']",SX6V,28,"<vocal desc=""laugh"" />",0,50_plus,vocal desc laugh,1,0
62418,S0651,M,['what to do for the tape. consultation process. business case. rationale for location of new project. organisation of local health services. relationships with hospices. patient health. nursing of people at end of life. politics and geography. health budgets. use of estate agents. what new building might look like.'],SY5K,495,I think when we come to the staffing of it I think that it's existing staff that we can utilise who want to do it absolutely yeah,28,50_plus,think come staffing think existing staff utilise want absolutely yeah,1,1
21352,S0450,F,"['food', 'work', 'holidays', 'ex-boyfriends', 'relationships. ']",SD92,161,so when you see a statement you're like,9,19_29,see statement like,0,0
24284,S0444,F,"['halloween party', 'relationships', 'work', 'future', 'holiday', 'new job', 'friends', 'interview', 'the past']",SECS,384,"and we get a <anon type=""place"" /> road trip",7,19_29,get anon type place road trip,0,1
34906,S0015,F,"['buses', ""day's activities"", 'pension', 'sleep']",SKNF,22,nothing you can do,4,50_plus,nothing,1,0
25298,S0041,F,"['friendships', 'relationships', 'clothes']",SEGU,296,which we can have wine,5,19_29,wine,0,0
35776,S0058,F,"['cities', 'holidays', 'friends', 'family', 'films', 'tv', 'cars', 'adverts', 'music', 'food']",SKRZ,446,"I didn't think you were allowed cyclists <pause dur=""short"" /> maybe it isn't a kind of restricted one <pause dur=""short"" /> seems to be <unclear />",21,19_29,think allowed cyclists pause dur short maybe kind restricted one pause dur short seems unclear,0,0
11484,S0432,F,"['recordings', 'christmas', 'm&s', 'hampers']",S7ZF,176,yeah,1,19_29,yeah,0,0
48813,S0281,M,['health issues'],SQS3,216,"oh <pause dur=""short"" /> you are busy today aren't you?",9,50_plus,oh pause dur short busy today,1,0
65713,S0058,F,"['film', 'literature', 'food']",SZPS,92,killing her herself cos everyone else was doing it,9,19_29,killing cos everyone else,0,0
53264,S0451,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,80,oh,1,19_29,oh,0,0
24006,S0439,F,"['food', 'friends', 'relationships', 'tv programmes', 'work', 'complaining.  ']",SE2C,405,mm,1,19_29,mm,0,1
62094,S0282,F,['what to do for the tape. consultation process. business case. rationale for location of new project. organisation of local health services. relationships with hospices. patient health. nursing of people at end of life. politics and geography. health budgets. use of estate agents. what new building might look like.'],SY5K,171,er,1,50_plus,er,1,1
57947,S0427,M,"[""how was your weekend; football players' young children; snooker players; gardening; marking students' work; entry ino the police force and the armed forces""]",SVN6,444,that you had to have that on-the-ground experience to get a nose for what was,15,50_plus,ground experience get nose,1,1
33502,S0041,F,[],SJLT,701,it's awesome cake afoot,5,19_29,awesome cake afoot,0,0
42419,S0587,M,"['). napping', 'music discussions', 'other friends', 'laughing at old pictures', 'arguing…', '']",SNXG,1708,er I think it was just you who replied like,10,19_29,er think replied like,0,0
48651,S0281,M,['health issues'],SQS3,54,when did she die?,5,50_plus,die,1,0
44108,S0012,M,['no info'],SP5U,306,"I go in and get what what's on the list <pause dur=""short"" /> although I did get a lovely bit of meat today that was cheap weren't it?",28,50_plus,go get list pause dur short although get lovely bit meat today cheap,1,1
17109,S0015,F,"['food', 'china', 'laptop']",S9ZP,274,"I sit there and I'll er you know try and formulate some it's very difficult for me though cos I don't know <anon nameType=""f"" type=""name"" /> and I don't know her psyche and what she thinks and what she oh all I can do is kind of guess <pause dur=""short"" /> at what she might how she might react to thinks",59,50_plus,sit er know try formulate difficult though cos know anon nametype f type name know psyche thinks oh kind guess pause dur short might might react thinks,1,0
1471,S0238,F,"['hand-thrown mugs', 'milk', 'weather', 'spiders', 'gardening (several times)', 'power cuts', 'birds', 'decorating', 'some friends of anon', 'a local festival', 'an accident in the home']",S2UT,279,"the things like that do seem to go in in phases <pause dur=""short"" /> erm",12,50_plus,things like seem go phases pause dur short erm,1,1
21368,S0439,F,"['food', 'work', 'holidays', 'ex-boyfriends', 'relationships. ']",SD92,228,and they were they were still far at the back and stuff well you could see everything but it wasn't you know close,24,19_29,still far back stuff well could see everything know close,0,1
15911,S0441,F,"['sport', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'family', 'work', 'house']",S9KS,342,shit what about the mirror that fell off the wall?,11,19_29,shit mirror fell wall,0,0
41371,S0282,F,"['sources of funds to convert churches', 'history of a charitable building', 'fundraising tips']",SN59,292,mm,1,50_plus,mm,1,1
14755,S0355,M,"['scottish referendum', 'job interview', 'colleague', 'my daughter', 'present personal situation.']",S9EP,560,and he denied it?,5,50_plus,denied,1,0
66278,S0450,F,"['food', 'holidays', 'memories', 'catching-up', 'work', 'home-life', 'parents', 'family', 'friends', 'future plans.  ']",SZQX,1563,"I was happy I was I work Monday morning at half six waiting at the bus stop I was like <pause dur=""short"" /> I don't mind going to work today <vocal desc=""laugh"" />",28,19_29,happy work monday morning half six waiting bus stop like pause dur short mind going work today vocal desc laugh,0,0
14109,S0380,M,"['computers', 'internet', 'university', 'exams', 'japan', 'tokyo', 'travel plans', 'plans for the future', 'restaurants']",S9E6,726,oh my god all my vocabulary is like so American don't judge me you're so mean like but like what sorry,23,19_29,oh god vocabulary like american judge mean like like sorry,0,0
39347,S0179,M,"['food', 'gyms', 'work', 'cars', 'friends', 'graduate jobs', 'literature', 'drugs', 'tv and film', 'gender discrimination', 'babies']",SM6B,1688,"<u n=""1688"" who=""S0179"" />",0,19_29,u n,0,0
57634,S0426,M,"[""how was your weekend; football players' young children; snooker players; gardening; marking students' work; entry ino the police force and the armed forces""]",SVN6,131,okay right,2,50_plus,okay right,1,1
49032,S0281,M,"['scottish referendum', 'job interview', 'colleague', 'my daughter', 'present personal situation.']",SQWW,55,we we'll be <unclear />,5,50_plus,unclear,1,0
42769,S0289,F,"['advice about renovation projects for historic buildings', 'bidding for funds', 'workable business plans']",SNXL,176,"it's easy to panic and go with something the other thing I find the churches do is they've got a very enthusiastic <pause dur=""short"" /> champion <pause dur=""short"" /> of the project <pause dur=""short"" /> often the picker <pause dur=""short"" /> who <pause dur=""short"" /> has seen other things succeed",37,50_plus,easy panic go something thing find churches got enthusiastic pause dur short champion pause dur short project pause dur short often picker pause dur short pause dur short seen things succeed,1,1
4398,S0203,M,"['sports', 'music']",S3UC,195,yeah but I don't care now like,8,19_29,yeah care like,0,0
35903,S0058,F,"['holidays', 'making plans', 'vehicles', 'academic subjects', 'parking']",SKYV,292,"oh <pause dur=""short"" /> working harder",3,19_29,oh pause dur short working harder,0,0
