speaker_id,conv_id,turn,text,length,label
S0441,S2AJ,90,so when it's short he said that it just sort of just sits in the lawn and,18,19_29
S0439,S2AJ,91,so what happened what happened with next door?,9,19_29
S0441,S2AJ,92,oh yeah so he was fine he text me sort of like I just text text him on Saturday saying oh don't worry we've got a strimmer now I'll do the front and he was like oh okay you mean you'll do everything? And I was like yeah because I thought he just meant our side because our side why would I,67,19_29
S0439,S2AJ,93,oh he wanted you to do the other side of his doorway as well,14,19_29
S0441,S2AJ,94,why would I spread out of his I don't know?,12,19_29
S0439,S2AJ,95,yeah,1,19_29
S0441,S2AJ,96,"anyway so we're doing it and he was in all day erm <pause dur=""short"" /> and then he text me sort of I didn't get a message for ages but he text me saying oh you can use my green bin if you want because it's empty so I was like okay that's great so I text him back at like seven I was like yeah that would be really good thank you then he text back saying er yeah then he text back saying like I was asking you when you were gardening? I was like oh as if to say",104,19_29
S0439,S2AJ,97,not now,2,19_29
S0441,S2AJ,98,"not now <vocal desc=""laugh"" />",2,19_29
S0439,S2AJ,99,"<vocal desc=""laugh"" /> too late",2,19_29
S0441,S2AJ,100,erm and he was like do you still have those machines that I can cut my lawn and my hedge with?,22,19_29
S0439,S2AJ,101,yeah,1,19_29
S0441,S2AJ,102,and I was like well no I've got the,10,19_29
S0439,S2AJ,103,the strimmer,2,19_29
S0441,S2AJ,104,<unclear /> erm but my parents had taken away the hedge cutter again he didn't you know he could've been,21,19_29
S0439,S2AJ,105,if he was in all day he could've easily come outside,12,19_29
S0441,S2AJ,106,"just come out and say oh can I borrow that? probably yeah that's fine he was in all day because I knew he was erm so then he was like okay well I'll just borrow the strimmer then or something <pause dur=""short"" /> no yeah he he text back but I didn't get it so he knocked on the door and was like can I borrow the machine? and I was like yeah that's fine he was like I'm just going to the gym so I'll be back in two hours I was like okay er to use it I was like that's fine he was like erm <pause dur=""short"" /> will you help me do it? and I was like yeah that's fine and then he was like you can put your stuff in the in the green bin if you like and I was like okay good <vocal desc=""laugh"" /> we we've",157,19_29
S0439,S2AJ,107,"<vocal desc=""laugh"" /> we got past that",4,19_29
S0441,S2AJ,108,<unclear> god I feel grateful again now</unclear>,0,19_29
S0439,S2AJ,109,"<vocal desc=""laugh"" />",0,19_29
S0441,S2AJ,110,then he came back and he knocked on the door and I had it ready for him just like <unclear /> he was like oh <unclear /> I was like here you go he was like oh I don't really know how to use this and I was like okay <unclear>fuck off</unclear>,49,19_29
S0439,S2AJ,111,"<vocal desc=""laugh"" />",0,19_29
S0441,S2AJ,112,"erm so he was like well what do you do? I was like just plug it in <vocal desc=""laugh"" /> and he's like okay well you you can wait and help me then and I was like okay so I like emptied all the stuff out in the bin because he brought that round <pause dur=""short"" /> and then <pause dur=""short"" /> this was like standing outside his door like and I saw him like fill the kettle up and put the kettle on and I was like oh for fuck sake",85,19_29
S0439,S2AJ,113,"<vocal desc=""laugh"" />",0,19_29
S0441,S2AJ,114,but it was like nine o'clock so,7,19_29
S0439,S2AJ,115,yeah also why would you strim at nine o'clock at night? it's a bit dark feel like I'm going to,23,19_29
S0441,S2AJ,116,well he said that,4,19_29
S0439,S2AJ,117,feel like I'm talking,5,19_29
S0441,S2AJ,118,he's not,3,19_29
S0439,S2AJ,119,oh he's not,4,19_29
S0441,S2AJ,120,<unclear> we had a discussion about it as well</unclear>,0,19_29
S0439,S2AJ,121,oh okay,2,19_29
S0441,S2AJ,122,"I get to that and then he did it and he was like oh okay and he got it literally like this <vocal desc=""laugh"" /> it was so funny I was literally trying to",31,19_29
S0439,S2AJ,123,but it was dark why?,6,19_29
S0441,S2AJ,124,<unclear> so hard</unclear>,0,19_29
S0439,S2AJ,125,oh was it? it wasn't dark at nine or,11,19_29
S0441,S2AJ,126,it was sort of dusky,5,19_29
S0439,S2AJ,127,yeah okay,2,19_29
S0441,S2AJ,128,it was dark well but you you could see it was dusky,12,19_29
S0439,S2AJ,129,yeah,1,19_29
S0441,S2AJ,130,and he so he got it like this and sort of like,12,19_29
S0439,S2AJ,131,"<vocal desc=""laugh"" />",0,19_29
S0441,S2AJ,132,"I thought you were joking and I was like <vocal desc=""laugh"" /> he was like oh it's really hard like just doing it one handed like this and then he like swung it back and almost cut his fingers off",38,19_29
S0439,S2AJ,133,oh god,2,19_29
S0441,S2AJ,134,and I was just like oh my god,8,19_29
S0439,S2AJ,135,oh god okay,3,19_29
S0441,S2AJ,136,then I actually laughed out loud he was like ha ha,11,19_29
S0439,S2AJ,137,"<vocal desc=""laugh"" />",0,19_29
S0441,S2AJ,138,<unclear> what do you sound like?</unclear> <unclear />,1,19_29
S0439,S2AJ,139,I'll do it,4,19_29
S0441,S2AJ,140,and then he was like hey maybe I can do the hedge with it and then he just started to like do it up the hedge,26,19_29
S0439,S2AJ,141,oh my god,3,19_29
S0441,S2AJ,142,and I was like you may not actually,8,19_29
S0439,S2AJ,143,oh my god,3,19_29
S0441,S2AJ,144,don't do that,4,19_29
S0439,S2AJ,145,yeah,1,19_29
S0441,S2AJ,146,he's got his own clippers anyway that he can just use so he is being lazy,17,19_29
S0439,S2AJ,147,yeah,1,19_29
S0441,S2AJ,148,"and he did it and he was like do you want a cup of tea or coffee? and I was like oh er no thank you <vocal desc=""laugh"" />",27,19_29
S0439,S2AJ,149,oh,1,19_29
S0441,S2AJ,150,I'm just going to go to bed because I'm really tired because it was really I was actually really tired,22,19_29
S0439,S2AJ,151,yeah,1,19_29
S0441,S2AJ,152,it had been a long day anyway and he was like oh so do you do gardening as well? and I was like yes and he was like oh right erm and he was like oh you've got an Iphone now and I was like oh I've always had an Iphone and he said erm oh because I've been I thought I was texting you when I was texting the number before and I <unclear /> blah blah blah,82,19_29
S0439,S2AJ,153,no I didn't get any messages from him,9,19_29
S0441,S2AJ,154,no no before originally before,5,19_29
S0439,S2AJ,155,oh yeah,2,19_29
S0441,S2AJ,156,so he must have he's got you in as me and me in as you,16,19_29
S0439,S2AJ,157,"yes he did yeah he did because he messaged me once saying hi <anon nameType=""f"" type=""name"" /> and I was like it's <anon nameType=""f"" type=""name"" />",21,19_29
S0441,S2AJ,158,well that's sort of cleared it up but obviously,10,19_29
S0439,S2AJ,159,"<vocal desc=""laugh"" />",0,19_29
S0441,S2AJ,160,"and then he was like er before he just talked in detail about the signal and how good the signal is in <anon type=""place"" /> and I was like oh right good great he was like so you and <anon nameType=""f"" type=""name"" /> just friends or? <vocal desc=""laugh"" />",42,19_29
S0439,S2AJ,161,"<vocal desc=""laugh"" />",0,19_29
S0441,S2AJ,162,and that's like literally just out of nowhere and I was like yup,14,19_29
S0439,S2AJ,163,was he trying to suss out whether we were lesbians?,11,19_29
S0441,S2AJ,164,"yeah <vocal desc=""laugh"" />",1,19_29
S0439,S2AJ,165,"then he must know we weren't lesbians because he's seen me like with <anon nameType=""m"" type=""name"" /> and stuff",18,19_29
S0441,S2AJ,166,"they could be our friends <vocal desc=""laugh"" />",5,19_29
S0439,S2AJ,167,they could be that's true,6,19_29
S0441,S2AJ,168,"I was like yes we're just friends <vocal desc=""laugh"" /> he was like oh right erm then we were <trunc>talking</trunc> oh <pause dur=""short"" /> then he sort of asked us what we did and stuff and then he asked me asked what I did? I was like oh I'm a nurse he was like he just started laughing for ages like ha ha a nurse ha ha I was like stop it you're weird <vocal desc=""laugh"" />",71,19_29
S0439,S2AJ,169,"<vocal desc=""laugh"" /> maybe he thinks we're like lesbians who dress up like nurses? <vocal desc=""laugh"" />",13,19_29
S0441,S2AJ,170,"<vocal desc=""laugh"" /> it just went on and on and he was like are you sure you don't want a cup of tea? and I was like no definitely <unclear />",29,19_29
S0439,S2AJ,171,"<vocal desc=""laugh"" />",0,19_29
S0441,S2AJ,172,"and he was like oh are you sure because erm <pause dur=""short"" /> oh I I said no I I am really tired I'm I'm going to go to bed and he was like are you sure you can you can relax with cup of tea if you like and put your feet up and relax and I was like no",60,19_29
S0439,S2AJ,173,"<vocal desc=""laugh"" />",0,19_29
S0441,S2AJ,174,"<unclear> I don't want a cup of tea</unclear> <vocal desc=""laugh"" /> erm and then he started telling me about",8,19_29
S0439,S2AJ,175,"<vocal desc=""laugh"" /> I don't know why I'm laughing before you even tell me what you were talking about <vocal desc=""laugh"" />",18,19_29
S0441,S2AJ,176,he was asking me what hours I work and stuff and then he was telling me what hours he worked I don't even know what job he does,29,19_29
S0439,S2AJ,177,you don't think he's a drug dealer?,10,19_29
S0441,S2AJ,178,I think he is but I think he's MI5 or a drug dealer,14,19_29
S0439,S2AJ,179,yeah,1,19_29
S0441,S2AJ,180,no he's too bumbling for MI5 for Christ,9,19_29
S0439,S2AJ,181,yes,1,19_29
S0441,S2AJ,182,sake he's like,4,19_29
S0439,S2AJ,183,unless it's like the best act ever,8,19_29
S0441,S2AJ,184,yeah,1,19_29
S0439,S2AJ,185,like genuine the best act,5,19_29
S0441,S2AJ,186,the best act,3,19_29
S0439,S2AJ,187,yeah,1,19_29
S0441,S2AJ,188,he reminds me of Johnny English,6,19_29
S0439,S2AJ,189,yeah,1,19_29
S0441,S2AJ,190,er then he told me he was like do you have any pets?,14,19_29
S0439,S2AJ,191,"<vocal desc=""laugh"" /> what is this fucking like a Spanish inquisition?",9,19_29
S0441,S2AJ,192,no I haven't got any pets he was like I used to have a I thought he said ferret and I was like pardon? parrot African parrot,29,19_29
S0439,S2AJ,193,mm,1,19_29
S0441,S2AJ,194,he was very cool though he he was saying that it used to like it's has a brain of a five year old child like a general,28,19_29
S0439,S2AJ,195,yeah,1,19_29
S0441,S2AJ,196,parrot and it can hold like thirty thousand words so,10,19_29
S0439,S2AJ,197,shit,1,19_29
S0441,S2AJ,198,if it hears you speak it will practise it for a couple of days and then be able to speak,20,19_29
S0439,S2AJ,199,but it doesn't understand what it means?,9,19_29
S0441,S2AJ,200,no it just it's repetitive isn't it?,10,19_29
S0439,S2AJ,201,yeah,1,19_29
S0441,S2AJ,202,what's it called? copying,6,19_29
S0439,S2AJ,203,yeah,1,19_29
S0441,S2AJ,204,but yeah still pretty cool though,6,19_29
S0439,S2AJ,205,mm,1,19_29
S0441,S2AJ,206,it was like if you spoke to it it will be able to speak back to you in your voice,20,19_29
S0439,S2AJ,207,that's really scary,4,19_29
S0441,S2AJ,208,so it could speak his language his ex-wife's language and everything,12,19_29
S0439,S2AJ,209,what his ex-wife?,4,19_29
S0441,S2AJ,210,where's his ex-wife from?,6,19_29
S0439,S2AJ,211,how did you even know he did how did he bring up the ex-wife?,15,19_29
S0441,S2AJ,212,because I guess he hasn't got the parrot now because it had to be re-homed I guess when they broke up,22,19_29
S0439,S2AJ,213,oh I see so who married him?,8,19_29
S0441,S2AJ,214,I dunno,4,19_29
S0439,S2AJ,215,<unclear /> well maybe,3,19_29
S0441,S2AJ,216,maybe it was a cover up because he's MI5 maybe she found out?,15,19_29
S0439,S2AJ,217,no well what did she steal?,7,19_29
S0441,S2AJ,218,yeah I dunno,5,19_29
S0439,S2AJ,219,I still they still he still hasn't had that window fixed,12,19_29
S0441,S2AJ,220,he has he has now,5,19_29
S0439,S2AJ,221,ah it's it's fixed now,7,19_29
S0441,S2AJ,222,just recently he said finally fixed my window,8,19_29
S0439,S2AJ,223,because when was he burgled? He must've been burgled,11,19_29
S0441,S2AJ,224,that was like when we first came wasn't it? like it was ages ago,16,19_29
S0439,S2AJ,225,well yeah it really was ages ago,7,19_29
S0441,S2AJ,226,because I remember thinking,4,19_29
S0439,S2AJ,227,it was definitely before the May bank holiday,8,19_29
S0441,S2AJ,228,I think it was in like March,7,19_29
S0439,S2AJ,229,yeah,1,19_29
S0441,S2AJ,230,"I am thinking <pause dur=""short"" />",3,19_29
S0439,S2AJ,231,it was cold because I was wearing my onesie,9,19_29
S0441,S2AJ,232,I always wear my onesie,5,19_29
S0439,S2AJ,233,oh fair enough I remember us both being in our onesies he was like,14,19_29
S0441,S2AJ,234,"hey <vocal desc=""laugh"" /> oh because I he caught me by surprise when he came through the door first of all I was just wearing like a little summer dress and I was like I changed my outfit because I just literally would be flashing both ends and that wouldn't be very appropriate",51,19_29
S0439,S2AJ,235,I on Saturday made I was making brownies I don't know why I ended up binning them they didn't taste very good but erm and I had like I wasn't wearing a bra I was wearing a thin strap top these trousers so baggy trousers that strap top had cake mixture all over me I hadn't showered I was literally the grimmest you could ever be in your entire life and the window cleaner came to the door and I was just like hello,88,19_29
S0441,S2AJ,236,"<vocal desc=""laugh"" />",0,19_29
S0439,S2AJ,237,"and you know when you just like no human being ever wants to see this or be seen dressed like this and you know when you both look at each other and you're like <pause dur=""short"" /> oh great",37,19_29
S0441,S2AJ,238,now you know what I get get up to in my spare time,13,19_29
S0439,S2AJ,239,yeah now you know that I look like an utter slob when I don't have anybody else in the house,21,19_29
S0441,S2AJ,240,"<vocal desc=""laugh"" /> that's funny <pause dur=""short"" /> oh my tummy hurts",7,19_29
S0439,S2AJ,241,so I'm guessing you're not going to be alone with him again anytime soon?,17,19_29
S0441,S2AJ,242,<trunc>n</trunc> no it was very odd,5,19_29
S0439,S2AJ,243,he is very peculiar isn't he?,8,19_29
S0441,S2AJ,244,he is,2,19_29
S0439,S2AJ,245,he seems to be socially awkward,6,19_29
S0441,S2AJ,246,"he is socially awkward like <pause dur=""short"" /> always like it is not put on but sort of on and off",18,19_29
S0439,S2AJ,247,yeah,1,19_29
S0441,S2AJ,248,"sometimes he's fine and sometimes he's just like really weird <pause dur=""short"" /> but yeah he doesn't get back till six is what I was getting to",27,19_29
S0439,S2AJ,249,that's good,3,19_29
S0441,S2AJ,250,<unclear>an alone</unclear> spinach leaf,2,19_29
S0439,S2AJ,251,"I think that's what <unclear /> or dead <pause dur=""short"" /> mm",9,19_29
S0441,S2AJ,252,please help yourself to spinach if you'd like some,10,19_29
S0439,S2AJ,253,"thanks <vocal desc=""laugh"" /> well <pause dur=""short"" /> nothing <trunc>excite</trunc>exciting happened apart from the fact that my my mum got a phone <trunc>ca</trunc> no my mum they went on holiday last week and they rang the <trunc>hot</trunc> the <anon nameType=""m"" type=""name"" /> just to check on my grandad and see how he was found out he'd gone to hospital",49,19_29
S0441,S2AJ,254,for god sake why don't they tell people this?,11,19_29
S0439,S2AJ,255,"she rang the hospital and was like yeah is my dad here? and they're like who's your dad? and she said erm <anon nameType=""m"" type=""name"" /> and she went oh no he only has one daughter",37,19_29
S0441,S2AJ,256,"<vocal desc=""gasp"" />",0,19_29
S0439,S2AJ,257,yeah,1,19_29
S0441,S2AJ,258,shit,1,19_29
S0439,S2AJ,259,"<anon nameType=""f"" type=""name"" /> hasn't told the hospital that my mum existed",10,19_29
